NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
#,12016,,137.44,130.57,150.16
,12017,,166.82,158.48,182.25
,12018,,187.71,178.32,205.07
,12020,,303.09,287.94,331.13
#,12020,,194.29,184.58,212.27
,12021,,181.21,172.15,197.97
#,12021,,145.70,138.42,159.18
,12031,,262.49,249.37,286.78
#,12031,,153.68,146.00,167.90
,12032,,303.45,288.28,331.52
#,12032,,192.38,182.76,210.17
,12034,,336.36,319.54,367.47
#,12034,,209.80,199.31,229.21
,12035,,395.12,375.36,431.66
#,12035,,250.80,238.26,274.00
,12036,,444.78,422.54,485.92
#,12036,,296.91,282.06,324.37
,12037,,501.50,476.43,547.89
#,12037,,345.88,328.59,377.88
,12041,,263.43,250.26,287.80
#,12041,,147.84,140.45,161.52
,12042,,310.69,295.16,339.43
#,12042,,198.66,188.73,217.04
,12044,,384.17,364.96,419.70
#,12044,,219.84,208.85,240.18
,12045,,420.26,399.25,459.14
#,12045,,284.02,269.82,310.29
,12046,,515.79,490.00,563.50
#,12046,,338.54,321.61,369.85
,12047,,565.91,537.61,618.25
#,12047,,376.07,357.27,410.86
,12051,,284.13,269.92,310.41
#,12051,,172.74,164.10,188.72
,12052,,316.38,300.56,345.64
#,12052,,202.73,192.59,221.48
,12053,,364.24,346.03,397.93
#,12053,,219.27,208.31,239.56
,12054,,386.02,366.72,421.73
#,12054,,227.18,215.82,248.19
,12055,,510.40,484.88,557.61
#,12055,,314.11,298.40,343.16
,12056,,588.86,559.42,643.33
#,12056,,398.37,378.45,435.22
,12057,,618.75,587.81,675.98
#,12057,,436.02,414.22,476.35
,13100,,341.06,324.01,372.61
#,13100,,203.85,193.66,222.71
,13101,,396.54,376.71,433.22
#,13101,,249.64,237.16,272.73
,13102,,118.16,112.25,129.09
#,13102,,74.25,70.54,81.12
,13120,,355.55,337.77,388.44
#,13120,,234.48,222.76,256.17
,13121,,425.46,404.19,464.82
#,13121,,261.45,248.38,285.64
,13122,,128.76,122.32,140.67
#,13122,,85.17,80.91,93.05
,13131,,389.23,369.77,425.24
#,13131,,245.88,233.59,268.63
,13132,,471.72,448.13,515.35
#,13132,,306.42,291.10,334.77
,13133,,170.89,162.35,186.70
#,13133,,128.27,121.86,140.14
,13151,,425.07,403.82,464.39
#,13151,,282.69,268.56,308.84
,13152,,499.85,474.86,546.09
#,13152,,341.00,323.95,372.54
,13153,,189.06,179.61,206.55
#,13153,,140.95,133.90,153.99
,13160,,827.62,786.24,904.18
,14000,,651.40,618.83,711.65
#,14000,,521.61,495.53,569.86
,14001,,834.79,793.05,912.01
#,14001,,679.17,645.21,741.99
,14020,,714.94,679.19,781.07
#,14020,,579.98,550.98,633.63
,14021,,882.28,838.17,963.90
#,14021,,724.73,688.49,791.76
,14040,,771.62,733.04,843.00
#,14040,,636.34,604.52,695.20
,14041,,936.34,889.52,1022.95
#,14041,,775.55,736.77,847.29
,14060,,780.20,741.19,852.37
#,14060,,676.56,642.73,739.14
,14061,,1010.45,959.93,1103.92
#,14061,,832.88,791.24,909.93
,14301,,1108.37,1052.95,1210.89
#,14301,,897.22,852.36,980.21
,14302,,225.00,213.75,245.81
,14350,,688.55,654.12,752.24
,15002,,350.39,332.87,382.80
#,15002,,228.68,217.25,249.84
,15003,,71.91,68.31,78.56
#,15003,,48.02,45.62,52.46
,15004,,397.09,377.24,433.83
#,15004,,266.33,253.01,290.96
,15005,,121.15,115.09,132.35
#,15005,,94.68,89.95,103.44
,15040,,263.58,250.40,287.96
#,15040,,131.21,124.65,143.35
,15050,,597.80,567.91,653.10
#,15050,,472.21,448.60,515.89
,15100,,895.40,850.63,978.22
#,15100,,746.24,708.93,815.27
,15101,,189.57,180.09,207.10
#,15101,,116.61,110.78,127.40
,15110,,865.85,822.56,945.94
#,15110,,749.94,712.44,819.31
,15111,,120.55,114.52,131.70
#,15111,,108.60,103.17,118.65
,15115,,833.17,791.51,910.24
#,15115,,722.76,686.62,789.61
,15116,,162.77,154.63,177.82
#,15116,,147.27,139.91,160.90
,15120,,867.67,824.29,947.93
#,15120,,714.96,679.21,781.09
,15121,,210.87,200.33,230.38
#,15121,,137.26,130.40,149.96
,15130,,736.82,699.98,804.98
#,15130,,617.68,586.80,674.82
,15131,,101.26,96.20,110.63
#,15131,,92.86,88.22,101.45
,15135,,890.30,845.79,972.66
#,15135,,777.63,738.75,849.56
,15136,,99.97,94.97,109.22
#,15136,,92.86,88.22,101.45
,15150,,748.42,711.00,817.65
#,15150,,684.49,650.27,747.81
,15151,,127.63,121.25,139.44
#,15151,,117.94,112.04,128.85
,15152,,156.24,148.43,170.69
#,15152,,147.20,139.84,160.82
,15155,,820.89,779.85,896.83
#,15155,,755.99,718.19,825.92
,15156,,172.55,163.92,188.51
#,15156,,162.87,154.73,177.94
,15157,,191.24,181.68,208.93
#,15157,,177.36,168.49,193.76
,15200,,862.12,819.01,941.86
#,15200,,698.43,663.51,763.04
,15201,,142.00,134.90,155.14
#,15201,,80.02,76.02,87.42
,15220,,782.38,743.26,854.75
#,15220,,625.15,593.89,682.97
,15221,,130.64,124.11,142.73
#,15221,,71.88,68.29,78.53
,15240,,944.63,897.40,1032.01
#,15240,,812.59,771.96,887.75
,15241,,177.32,168.45,193.72
#,15241,,111.13,105.57,121.41
,15260,,1011.60,961.02,1105.17
#,15260,,858.24,815.33,937.63
,15261,,207.39,197.02,226.57
#,15261,,138.94,131.99,151.79
,15271,,155.59,147.81,169.98
#,15271,,86.82,82.48,94.85
,15272,,25.27,24.01,27.61
#,15272,,17.53,16.65,19.15
,15273,,316.25,300.44,345.51
#,15273,,204.55,194.32,223.47
,15274,,82.97,78.82,90.64
#,15274,,47.14,44.78,51.50
,15275,,159.58,151.60,174.34
#,15275,,95.00,90.25,103.79
,15276,,33.27,31.61,36.35
#,15276,,25.85,24.56,28.24
,15277,,349.44,331.97,381.77
#,15277,,232.89,221.25,254.44
,15278,,97.04,92.19,106.02
#,15278,,58.62,55.69,64.04
,15570,,934.14,887.43,1020.54
#,15570,,760.44,722.42,830.78
,15572,,906.37,861.05,990.21
#,15572,,763.67,725.49,834.31
,15574,,907.05,861.70,990.96
#,15574,,763.70,725.52,834.35
,15576,,791.17,751.61,864.35
#,15576,,659.77,626.78,720.80
,15600,,339.95,322.95,371.39
#,15600,,217.58,206.70,237.71
,15610,,371.21,352.65,405.55
#,15610,,251.10,238.55,274.33
,15620,,452.41,429.79,494.26
#,15620,,334.89,318.15,365.87
,15630,,466.73,443.39,509.90
#,15630,,350.82,333.28,383.27
,15650,,552.18,524.57,603.26
#,15650,,417.87,396.98,456.53
,15730,,1422.54,1351.41,1554.12
#,15730,,929.21,882.75,1015.16
,15731,,1150.55,1093.02,1256.97
#,15731,,1026.25,974.94,1121.18
,15733,,1066.10,1012.80,1164.72
,15734,,1585.35,1506.08,1731.99
,15736,,1270.23,1206.72,1387.73
,15738,,1325.34,1259.07,1447.93
,15740,,1036.20,984.39,1132.05
#,15740,,867.02,823.67,947.22
,15750,,976.04,927.24,1066.33
,15756,,2369.31,2250.84,2588.47
,15757,,2349.62,2232.14,2566.96
,15758,,2338.77,2221.83,2555.10
,15760,,860.97,817.92,940.61
#,15760,,715.36,679.59,781.53
,15769,,501.42,476.35,547.80
,15770,,695.47,660.70,759.81
,15771,,628.73,597.29,686.88
#,15771,,532.20,505.59,581.43
,15772,,198.06,188.16,216.38
#,15772,,154.80,147.06,169.12
,15773,,612.34,581.72,668.98
#,15773,,519.68,493.70,567.76
,15774,,192.37,182.75,210.16
#,15774,,149.43,141.96,163.25
,15775,,384.53,365.30,420.10
#,15775,,265.39,252.12,289.94
,15776,,521.33,495.26,569.55
#,15776,,364.75,346.51,398.49
,15777,,224.71,213.47,245.49
,15778,,413.72,393.03,451.98
,15780,,850.20,807.69,928.84
#,15780,,670.37,636.85,732.38
,15781,,542.02,514.92,592.16
#,15781,,436.12,414.31,476.46
,15782,,486.16,461.85,531.13
#,15782,,373.16,354.50,407.68
,15783,,451.68,429.10,493.47
#,15783,,358.70,340.77,391.89
,15786,,229.44,217.97,250.67
#,15786,,137.11,130.25,149.79
,15787,,29.72,28.23,32.46
#,15787,,16.48,15.66,18.01
,15788,,385.63,366.35,421.30
#,15788,,218.06,207.16,238.23
,15789,,534.90,508.16,584.38
#,15789,,415.45,394.68,453.88
,15792,,333.20,316.54,364.02
#,15792,,212.13,201.52,231.75
,15793,,477.08,453.23,521.21
#,15793,,362.15,344.04,395.65
,15819,,830.83,789.29,907.68
,15820,,578.30,549.39,631.80
#,15820,,515.02,489.27,562.66
,15821,,621.92,590.82,679.44
#,15821,,552.19,524.58,603.27
,15822,,464.13,440.92,507.06
#,15822,,402.14,382.03,439.33
,15823,,621.68,590.60,679.19
#,15823,,551.29,523.73,602.29
,15830,,1226.68,1165.35,1340.15
,15832,,960.92,912.87,1049.80
,15833,,911.38,865.81,995.68
,15834,,927.66,881.28,1013.47
,15835,,968.20,919.79,1057.76
,15836,,827.74,786.35,904.30
,15837,,891.21,846.65,973.65
#,15837,,743.67,706.49,812.46
,15838,,673.18,639.52,735.45
,15839,,920.91,874.86,1006.09
#,15839,,770.79,732.25,842.09
,15840,,1044.79,992.55,1141.43
,15841,,1850.03,1757.53,2021.16
,15842,,2807.79,2667.40,3067.51
,15845,,1102.70,1047.57,1204.71
,15847,,331.88,315.29,362.58
,15851,,58.37,55.45,63.77
#,15851,,66.45,63.13,72.60
,15852,,46.77,44.43,51.09
,15853,,11.54,10.96,12.60
,15854,,15.98,15.18,17.46
,15860,,111.98,106.38,122.34
,15920,,664.96,631.71,726.47
,15922,,827.06,785.71,903.57
,15931,,748.72,711.28,817.97
,15933,,919.03,873.08,1004.04
,15934,,1024.56,973.33,1119.33
,15935,,1199.58,1139.60,1310.54
,15936,,947.92,900.52,1035.60
,15937,,1087.71,1033.32,1188.32
,15940,,749.16,711.70,818.46
,15941,,966.74,918.40,1056.16
,15944,,969.69,921.21,1059.39
,15945,,1059.71,1006.72,1157.73
,15946,,1689.65,1605.17,1845.95
,15950,,660.39,627.37,721.48
,15951,,931.72,885.13,1017.90
,15952,,951.70,904.12,1039.74
,15953,,1047.99,995.59,1144.93
,15956,,1248.31,1185.89,1363.77
,15958,,1228.11,1166.70,1341.71
,16000,,81.34,77.27,88.86
#,16000,,47.76,45.37,52.18
,16020,,86.89,82.55,94.93
#,16020,,57.51,54.63,62.82
,16025,,160.95,152.90,175.84
#,16025,,115.75,109.96,126.45
,16030,,203.00,192.85,221.78
#,16030,,138.75,131.81,151.58
,16035,,204.69,194.46,223.63
,16036,,87.84,83.45,95.97
,17000,,67.64,64.26,73.90
#,17000,,55.37,52.60,60.49
,17003,,6.48,6.16,7.08
#,17003,,1.96,1.86,2.14
,17004,,167.08,158.73,182.54
#,17004,,99.60,94.62,108.81
,17106,,348.13,330.72,380.33
#,17106,,280.66,266.63,306.62
,17107,,450.90,428.36,492.61
#,17107,,364.38,346.16,398.08
,17108,,647.78,615.39,707.70
#,17108,,540.91,513.86,590.94
,17110,,112.81,107.17,123.25
#,17110,,68.90,65.46,75.28
,17111,,132.40,125.78,144.65
#,17111,,83.97,79.77,91.74
,17250,,86.78,82.44,94.81
#,17250,,38.68,36.75,42.26
,17260,,100.11,95.10,109.37
#,17260,,71.38,67.81,77.98
,17261,,148.44,141.02,162.17
#,17261,,88.38,83.96,96.55
,17262,,178.68,169.75,195.21
#,17262,,111.85,106.26,122.20
,17263,,193.48,183.81,211.38
#,17263,,123.74,117.55,135.18
,17264,,207.60,197.22,226.80
#,17264,,132.38,125.76,144.62
,17266,,236.23,224.42,258.08
#,17266,,155.19,147.43,169.54
,17270,,150.29,142.78,164.20
#,17270,,97.02,92.17,106.00
,17271,,166.77,158.43,182.19
#,17271,,106.39,101.07,116.23
,17272,,189.27,179.81,206.78
#,17272,,122.76,116.62,134.11
,17273,,210.17,199.66,229.61
#,17273,,138.81,131.87,151.65
,17274,,245.89,233.60,268.64
#,17274,,169.37,160.90,185.04
,17276,,286.24,271.93,312.72
#,17276,,204.88,194.64,223.84
,17280,,141.01,133.96,154.05
#,17280,,88.06,83.66,96.21
,17281,,180.85,171.81,197.58
#,17281,,119.83,113.84,130.92
,17282,,206.61,196.28,225.72
#,17282,,138.16,131.25,150.94
,17283,,245.10,232.85,267.78
#,17283,,173.11,164.45,189.12
,17284,,278.55,264.62,304.31
#,17284,,201.39,191.32,220.02
,17286,,358.25,340.34,391.39
#,17286,,273.66,259.98,298.98
,17311,,679.04,645.09,741.85
#,17311,,358.44,340.52,391.60
,17312,,410.89,390.35,448.90
#,17312,,191.03,181.48,208.70
,17313,,637.53,605.65,696.50
#,17313,,321.77,305.68,351.53
,17314,,393.25,373.59,429.63
#,17314,,176.94,168.09,193.30
,17315,,80.13,76.12,87.54
#,17315,,50.42,47.90,55.09
,17340,,53.60,50.92,58.56
#,17340,,50.05,47.55,54.68
,17360,,124.43,118.21,135.94
#,17360,,94.73,89.99,103.49
,19000,,100.28,95.27,109.56
#,19000,,43.46,41.29,47.48
,19001,,26.94,25.59,29.43
#,19001,,21.45,20.38,23.44
,19020,,482.24,458.13,526.85
#,19020,,331.78,315.19,362.47
,19030,,162.97,154.82,178.04
#,19030,,76.44,72.62,83.51
,19081,,489.18,464.72,534.43
#,19081,,164.39,156.17,179.60
,19082,,373.37,354.70,407.91
#,19082,,82.48,78.36,90.11
,19083,,487.46,463.09,532.55
#,19083,,155.89,148.10,170.32
,19084,,367.27,348.91,401.25
#,19084,,77.66,73.78,84.85
,19085,,741.85,704.76,810.47
#,19085,,179.76,170.77,196.39
,19086,,570.49,541.97,623.27
#,19086,,89.44,84.97,97.72
,19100,,152.78,145.14,166.91
#,19100,,74.65,70.92,81.56
,19101,,339.72,322.73,371.14
#,19101,,238.34,226.42,260.38
,19105,,2220.58,2109.55,2425.98
#,19105,,227.26,215.90,248.29
,19110,,504.72,479.48,551.40
#,19110,,375.25,356.49,409.96
,19112,,475.35,451.58,519.32
#,19112,,342.66,325.53,374.36
,19120,,546.38,519.06,596.92
#,19120,,447.27,424.91,488.65
,19125,,603.74,573.55,659.58
#,19125,,496.23,471.42,542.13
,19126,,173.37,164.70,189.41
,19281,,238.21,226.30,260.25
#,19281,,98.73,93.79,107.86
,19282,,167.37,159.00,182.85
#,19282,,49.53,47.05,54.11
,19283,,255.72,242.93,279.37
#,19283,,100.42,95.40,109.71
,19284,,185.61,176.33,202.78
#,19284,,50.33,47.81,54.98
,19285,,357.26,339.40,390.31
#,19285,,84.77,80.53,92.61
,19286,,290.30,275.79,317.16
#,19286,,42.66,40.53,46.61
,19287,,614.55,583.82,671.39
#,19287,,126.07,119.77,137.74
,19288,,471.17,447.61,514.75
#,19288,,62.75,59.61,68.55
,19294,,177.52,168.64,193.94
,19296,,3502.39,3327.27,3826.36
#,19296,,226.35,215.03,247.28
,19297,,101.10,96.05,110.46
,19298,,855.03,812.28,934.12
#,19298,,319.09,303.14,348.61
,19300,,594.77,565.03,649.78
#,19300,,454.65,431.92,496.71
,19301,,710.45,674.93,776.17
,19302,,975.98,927.18,1066.26
,19303,,1031.13,979.57,1126.51
,19305,,1233.24,1171.58,1347.32
,19306,,1309.90,1244.41,1431.07
,19307,,1266.83,1203.49,1384.01
,19316,,828.76,787.32,905.42
,19318,,1140.77,1083.73,1246.29
,19325,,639.94,607.94,699.13
,19328,,577.67,548.79,631.11
,19330,,674.28,640.57,736.66
,19340,,793.59,753.91,867.00
,19342,,792.89,753.25,866.24
,19350,,854.58,811.85,933.63
#,19350,,700.90,665.86,765.74
,19355,,777.20,738.34,849.09
#,19355,,642.57,610.44,702.01
,19357,,1202.23,1142.12,1313.44
,19361,,1624.61,1543.38,1774.89
,19364,,2838.51,2696.58,3101.07
,19367,,1844.39,1752.17,2015.00
,19368,,2261.60,2148.52,2470.80
,19369,,2100.78,1995.74,2295.10
,19370,,699.88,664.89,764.62
,19371,,742.02,704.92,810.66
,19380,,840.94,798.89,918.72
,19396,,274.57,260.84,299.97
#,19396,,148.66,141.23,162.41
,20100,,639.57,607.59,698.73
,20101,,578.62,549.69,632.14
#,20101,,225.09,213.84,245.92
,20102,,619.20,588.24,676.48
#,20102,,274.39,260.67,299.77
,20103,,575.23,546.47,628.44
#,20103,,362.79,344.65,396.35
,20150,,1058.69,1005.76,1156.62
,20200,,219.54,208.56,239.84
#,20200,,102.02,96.92,111.46
,20205,,312.54,296.91,341.45
#,20205,,167.58,159.20,183.08
,20206,,214.42,203.70,234.26
#,20206,,57.51,54.63,62.82
,20220,,228.49,217.07,249.63
#,20220,,87.73,83.34,95.84
,20225,,372.83,354.19,407.32
#,20225,,130.36,123.84,142.42
,20240,,143.60,136.42,156.88
,20245,,359.44,341.47,392.69
,20250,,420.39,399.37,459.28
,20251,,448.35,425.93,489.82
,20500,,124.73,118.49,136.26
#,20500,,91.16,86.60,99.59
,20501,,138.67,131.74,151.50
#,20501,,36.65,34.82,40.04
,20520,,220.45,209.43,240.84
#,20520,,152.33,144.71,166.42
,20525,,468.18,444.77,511.49
#,20525,,258.32,245.40,282.21
,20526,,84.67,80.44,92.51
#,20526,,59.48,56.51,64.99
,20527,,90.35,85.83,98.70
#,20527,,68.71,65.27,75.06
,20550,,58.99,56.04,64.45
#,20550,,40.27,38.26,44.00
,20551,,58.43,55.51,63.84
#,20551,,39.70,37.72,43.38
,20552,,53.30,50.64,58.24
#,20552,,37.80,35.91,41.30
,20553,,61.33,58.26,67.00
#,20553,,42.93,40.78,46.90
,20555,,337.46,320.59,368.68
,20560,,25.28,24.02,27.62
#,20560,,14.62,13.89,15.97
,20561,,36.58,34.75,39.96
#,20561,,22.06,20.96,24.10
,20600,,54.83,52.09,59.90
#,20600,,37.07,35.22,40.50
,20604,,83.28,79.12,90.99
#,20604,,46.80,44.46,51.13
,20605,,56.13,53.32,61.32
#,20605,,38.05,36.15,41.57
,20606,,91.17,86.61,99.60
#,20606,,53.72,51.03,58.68
,20610,,66.84,63.50,73.03
#,20610,,47.46,45.09,51.85
,20611,,100.74,95.70,110.06
#,20611,,61.03,57.98,66.68
,20612,,66.07,62.77,72.19
#,20612,,42.50,40.38,46.44
,20615,,256.60,243.77,280.34
#,20615,,167.17,158.81,182.63
,20650,,236.46,224.64,258.34
#,20650,,173.50,164.83,189.55
,20660,,265.36,252.09,289.90
,20661,,566.02,537.72,618.38
,20662,,548.94,521.49,599.71
,20663,,506.88,481.54,553.77
,20664,,984.93,935.68,1076.03
,20665,,118.01,112.11,128.93
#,20665,,98.31,93.39,107.40
,20670,,352.28,334.67,384.87
#,20670,,148.88,141.44,162.66
,20680,,613.42,582.75,670.16
#,20680,,439.08,417.13,479.70
,20690,,628.55,597.12,686.69
,20692,,1178.71,1119.77,1287.74
,20693,,466.26,442.95,509.39
,20694,,444.02,421.82,485.09
#,20694,,357.50,339.63,390.57
,20696,,1215.79,1155.00,1328.25
,20697,,1715.09,1629.34,1873.74
,20700,,89.15,84.69,97.39
,20701,,67.57,64.19,73.82
,20702,,150.03,142.53,163.91
,20703,,109.96,104.46,120.13
,20704,,157.91,150.01,172.51
,20705,,130.64,124.11,142.73
,20802,,2889.02,2744.57,3156.26
,20805,,3434.04,3262.34,3751.69
,20808,,4146.73,3939.39,4530.30
,20816,,2163.09,2054.94,2363.18
,20822,,1865.80,1772.51,2038.39
,20824,,2166.96,2058.61,2367.40
,20827,,1915.86,1820.07,2093.08
,20838,,2929.75,2783.26,3200.75
,20900,,386.88,367.54,422.67
#,20900,,187.67,178.29,205.03
,20902,,288.31,273.89,314.97
,20910,,500.64,475.61,546.95
,20912,,500.35,475.33,546.63
,20920,,413.87,393.18,452.16
,20922,,642.97,610.82,702.44
#,20922,,529.33,502.86,578.29
,20924,,528.06,501.66,576.91
,20931,,121.69,115.61,132.95
,20932,,795.89,756.10,869.52
,20933,,729.73,693.24,797.23
,20934,,795.24,755.48,868.80
,20937,,181.51,172.43,198.29
,20938,,202.42,192.30,221.15
,20939,,75.95,72.15,82.97
,20950,,262.97,249.82,287.29
#,20950,,91.85,87.26,100.35
,20955,,2532.19,2405.58,2766.42
,20956,,2778.44,2639.52,3035.45
,20957,,2893.86,2749.17,3161.55
,20962,,2803.03,2662.88,3062.31
,20969,,2808.74,2668.30,3068.55
,20970,,2998.17,2848.26,3275.50
,20972,,2989.82,2840.33,3266.38
,20973,,3159.50,3001.53,3451.76
,20974,,85.86,81.57,93.81
#,20974,,53.90,51.21,58.89
,20975,,188.54,179.11,205.98
,20979,,58.03,55.13,63.40
#,20979,,33.17,31.51,36.24
,20982,,3352.32,3184.70,3662.41
#,20982,,379.13,360.17,414.20
,20983,,4857.64,4614.76,5306.97
#,20983,,347.32,329.95,379.44
,20985,,152.44,144.82,166.54
,21010,,750.78,713.24,820.23
,21011,,378.72,359.78,413.75
#,21011,,269.27,255.81,294.18
,21012,,356.51,338.68,389.48
,21013,,547.77,520.38,598.44
#,21013,,418.95,398.00,457.70
,21014,,545.80,518.51,596.29
,21015,,724.35,688.13,791.35
,21016,,1056.02,1003.22,1153.70
,21025,,801.73,761.64,875.89
#,21025,,673.87,640.18,736.21
,21026,,537.76,510.87,587.50
#,21026,,434.12,412.41,474.27
,21029,,789.85,750.36,862.91
#,21029,,646.50,614.18,706.31
,21030,,458.81,435.87,501.25
#,21030,,364.22,346.01,397.91
,21031,,381.92,362.82,417.24
#,21031,,274.73,260.99,300.14
,21032,,371.85,353.26,406.25
#,21032,,263.69,250.51,288.09
,21034,,1326.82,1260.48,1449.55
#,21034,,1158.62,1100.69,1265.79
,21040,,463.33,440.16,506.18
#,21040,,365.51,347.23,399.31
,21044,,888.32,843.90,970.49
,21045,,1235.55,1173.77,1349.84
,21046,,998.07,948.17,1090.40
,21047,,1235.93,1174.13,1350.25
,21048,,1007.71,957.32,1100.92
,21049,,1176.20,1117.39,1285.00
,21050,,870.70,827.17,951.25
,21060,,790.50,750.98,863.63
,21070,,630.75,599.21,689.09
,21073,,380.94,361.89,416.17
#,21073,,244.05,231.85,266.63
,21076,,877.15,833.29,958.28
#,21076,,719.60,683.62,786.16
,21077,,2146.08,2038.78,2344.60
#,21077,,1770.59,1682.06,1934.37
,21079,,1469.91,1396.41,1605.87
#,21079,,1189.35,1129.88,1299.36
,21080,,1675.59,1591.81,1830.58
#,21080,,1341.43,1274.36,1465.51
,21081,,1550.26,1472.75,1693.66
#,21081,,1231.93,1170.33,1345.88
,21082,,1446.05,1373.75,1579.81
#,21082,,1135.13,1078.37,1240.13
,21083,,1372.01,1303.41,1498.92
#,21083,,1048.83,996.39,1145.85
,21084,,1567.11,1488.75,1712.06
#,21084,,1214.22,1153.51,1326.54
,21085,,685.85,651.56,749.29
#,21085,,493.43,468.76,539.07
,21086,,1592.76,1513.12,1740.09
#,21086,,1304.45,1239.23,1425.11
,21087,,1592.76,1513.12,1740.09
#,21087,,1304.45,1239.23,1425.11
,21100,,613.61,582.93,670.37
#,21100,,359.52,341.54,392.77
,21110,,847.54,805.16,925.93
#,21110,,705.81,670.52,771.10
,21116,,207.71,197.32,226.92
#,21116,,44.99,42.74,49.15
,21120,,669.39,635.92,731.31
#,21120,,519.90,493.91,568.00
,21121,,635.75,603.96,694.55
#,21121,,535.67,508.89,585.22
,21122,,770.19,731.68,841.43
,21123,,850.78,808.24,929.48
,21125,,2532.60,2405.97,2766.87
#,21125,,677.46,643.59,740.13
,21127,,3909.40,3713.93,4271.02
#,21127,,785.75,746.46,858.43
,21137,,780.74,741.70,852.96
,21138,,951.51,903.93,1039.52
,21139,,1130.50,1073.98,1235.08
,21141,,1342.43,1275.31,1466.61
,21142,,1378.32,1309.40,1505.81
,21143,,1421.02,1349.97,1552.47
,21145,,1562.68,1484.55,1707.23
,21146,,1632.02,1550.42,1782.98
,21147,,1717.46,1631.59,1876.33
,21150,,1695.45,1610.68,1852.28
,21151,,1867.43,1774.06,2040.17
,21154,,2010.27,1909.76,2196.22
,21155,,2231.93,2120.33,2438.38
,21159,,2675.63,2541.85,2923.13
,21160,,2902.86,2757.72,3171.38
,21172,,2374.92,2256.17,2594.60
,21175,,2298.47,2183.55,2511.08
,21179,,1581.72,1502.63,1728.02
,21180,,1766.28,1677.97,1929.67
,21181,,771.00,732.45,842.32
,21182,,2202.81,2092.67,2406.57
,21183,,2396.98,2277.13,2618.70
,21184,,2579.36,2450.39,2817.95
,21188,,1588.74,1509.30,1735.70
,21193,,1241.67,1179.59,1356.53
,21194,,1435.16,1363.40,1567.91
,21195,,1347.62,1280.24,1472.28
,21196,,1440.20,1368.19,1573.42
,21198,,1029.08,977.63,1124.27
,21199,,1029.12,977.66,1124.31
,21206,,981.88,932.79,1072.71
,21208,,1614.15,1533.44,1763.46
#,21208,,746.63,709.30,815.70
,21209,,794.91,755.16,868.43
#,21209,,612.17,581.56,668.79
,21210,,1733.83,1647.14,1894.21
#,21210,,768.49,730.07,839.58
,21215,,3960.79,3762.75,4327.16
#,21215,,798.72,758.78,872.60
,21230,,775.71,736.92,847.46
,21235,,747.94,710.54,817.12
#,21235,,586.19,556.88,640.41
,21240,,1058.48,1005.56,1156.39
,21242,,1020.96,969.91,1115.40
,21243,,1689.72,1605.23,1846.01
,21244,,1026.64,975.31,1121.61
,21245,,1220.03,1159.03,1332.88
#,21245,,952.70,905.07,1040.83
,21246,,857.84,814.95,937.19
,21247,,1593.82,1514.13,1741.25
,21248,,986.90,937.56,1078.19
#,21248,,803.52,763.34,877.84
,21249,,1341.46,1274.39,1465.55
#,21249,,1124.50,1068.28,1228.52
,21255,,1342.17,1275.06,1466.32
,21256,,1290.53,1226.00,1409.90
,21260,,1412.69,1342.06,1543.37
,21261,,2511.98,2386.38,2744.34
,21263,,2321.62,2205.54,2536.37
,21267,,1650.54,1568.01,1803.21
,21268,,2076.58,1972.75,2268.66
,21270,,1042.46,990.34,1138.89
#,21270,,779.00,740.05,851.06
,21275,,877.65,833.77,958.84
,21280,,593.16,563.50,648.03
,21282,,404.45,384.23,441.86
,21295,,201.57,191.49,220.21
,21296,,418.49,397.57,457.21
,21315,,152.88,145.24,167.03
#,21315,,62.16,59.05,67.91
,21320,,217.14,206.28,237.22
#,21320,,98.65,93.72,107.78
,21325,,450.95,428.40,492.66
,21330,,545.33,518.06,595.77
,21335,,736.28,699.47,804.39
,21336,,648.35,615.93,708.32
,21337,,421.80,400.71,460.82
#,21337,,309.44,293.97,338.07
,21338,,681.74,647.65,744.80
,21339,,772.18,733.57,843.61
,21340,,780.60,741.57,852.81
,21343,,1115.75,1059.96,1218.95
,21344,,1438.35,1366.43,1571.39
,21345,,822.20,781.09,898.25
#,21345,,663.03,629.88,724.36
,21346,,1038.54,986.61,1134.60
,21347,,1062.31,1009.19,1160.57
,21348,,1134.61,1077.88,1239.56
,21355,,456.58,433.75,498.81
#,21355,,339.71,322.72,371.13
,21356,,556.65,528.82,608.14
#,21356,,418.15,397.24,456.83
,21360,,543.72,516.53,594.01
,21365,,1114.84,1059.10,1217.97
,21366,,1328.71,1262.27,1451.61
,21385,,759.74,721.75,830.01
,21386,,720.67,684.64,787.34
,21387,,793.43,753.76,866.82
,21390,,822.06,780.96,898.10
,21395,,1049.14,996.68,1146.18
,21400,,221.04,209.99,241.49
#,21400,,174.55,165.82,190.69
,21401,,515.23,489.47,562.89
#,21401,,341.85,324.76,373.47
,21406,,606.17,575.86,662.24
,21407,,656.59,623.76,717.32
,21408,,939.03,892.08,1025.89
,21421,,642.07,609.97,701.47
#,21421,,544.89,517.65,595.30
,21422,,639.22,607.26,698.35
,21423,,827.46,786.09,904.00
,21431,,693.19,658.53,757.31
,21432,,735.54,698.76,803.57
,21433,,1805.22,1714.96,1972.20
,21435,,1464.03,1390.83,1599.45
,21436,,2120.44,2014.42,2316.58
