NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,29105,,86.20,81.89,94.17
#,29105,,44.10,41.90,48.19
,29125,,68.51,65.08,74.84
#,29125,,41.40,39.33,45.23
,29126,,80.88,76.84,88.37
#,29126,,50.90,48.36,55.61
,29130,,43.63,41.45,47.67
#,29130,,29.92,28.42,32.68
,29131,,56.10,53.30,61.30
#,29131,,35.68,33.90,38.99
,29200,,30.43,28.91,33.25
#,29200,,17.35,16.48,18.95
,29240,,28.52,27.09,31.15
#,29240,,17.35,16.48,18.95
,29260,,28.67,27.24,31.33
#,29260,,18.79,17.85,20.53
,29280,,29.55,28.07,32.28
#,29280,,19.98,18.98,21.83
,29305,,261.11,248.05,285.26
#,29305,,166.06,157.76,181.42
,29325,,289.08,274.63,315.82
#,29325,,186.70,177.37,203.98
,29345,,141.12,134.06,154.17
#,29345,,103.48,98.31,113.06
,29355,,147.17,139.81,160.78
#,29355,,109.85,104.36,120.01
,29358,,169.03,160.58,184.67
#,29358,,107.80,102.41,117.77
,29365,,129.20,122.74,141.15
#,29365,,90.93,86.38,99.34
,29405,,83.25,79.09,90.95
#,29405,,60.61,57.58,66.22
,29425,,77.44,73.57,84.61
#,29425,,55.43,52.66,60.56
,29435,,129.44,122.97,141.42
#,29435,,90.53,86.00,98.90
,29440,,43.36,41.19,47.37
#,29440,,27.73,26.34,30.29
,29445,,129.31,122.84,141.27
#,29445,,99.33,94.36,108.51
,29450,,146.77,139.43,160.34
#,29450,,113.28,107.62,123.76
,29505,,93.72,89.03,102.38
#,29505,,54.81,52.07,59.88
,29515,,75.32,71.55,82.28
#,29515,,51.72,49.13,56.50
,29520,,33.54,31.86,36.64
#,29520,,18.23,17.32,19.92
,29530,,28.75,27.31,31.41
#,29530,,17.91,17.01,19.56
,29540,,28.03,26.63,30.62
#,29540,,17.51,16.63,19.12
,29550,,19.43,18.46,21.23
#,29550,,11.14,10.58,12.17
,29580,,62.00,58.90,67.74
#,29580,,26.60,25.27,29.06
,29581,,83.81,79.62,91.56
#,29581,,25.76,24.47,28.14
,29584,,75.06,71.31,82.01
#,29584,,15.42,14.65,16.85
,29700,,66.79,63.45,72.97
#,29700,,34.57,32.84,37.77
,29705,,66.33,63.01,72.46
#,29705,,46.87,44.53,51.21
,29710,,129.20,122.74,141.15
#,29710,,86.78,82.44,94.81
,29720,,90.36,85.84,98.72
#,29720,,46.34,44.02,50.62
,29730,,66.64,63.31,72.81
#,29730,,46.23,43.92,50.51
,29740,,103.42,98.25,112.99
#,29740,,71.84,68.25,78.49
,29750,,111.86,106.27,122.21
#,29750,,80.61,76.58,88.07
,29800,,558.13,530.22,609.75
,29804,,601.08,571.03,656.68
,29805,,493.39,468.72,539.03
,29806,,1106.73,1051.39,1209.10
,29807,,1080.19,1026.18,1180.11
,29819,,614.83,584.09,671.70
,29820,,560.65,532.62,612.51
,29821,,623.02,591.87,680.65
,29822,,568.13,539.72,620.68
,29823,,620.60,589.57,678.01
,29824,,709.28,673.82,774.89
,29825,,614.92,584.17,671.80
,29826,,179.87,170.88,196.51
,29827,,1115.90,1060.11,1219.13
,29828,,957.68,909.80,1046.27
,29830,,482.86,458.72,527.53
,29834,,519.19,493.23,567.21
,29835,,537.77,510.88,587.51
,29836,,615.04,584.29,671.93
,29837,,546.20,518.89,596.72
,29838,,623.58,592.40,681.26
,29840,,479.65,455.67,524.02
,29843,,512.90,487.26,560.35
,29844,,526.49,500.17,575.20
,29845,,614.40,583.68,671.23
,29846,,548.14,520.73,598.84
,29847,,572.99,544.34,625.99
,29848,,537.68,510.80,587.42
,29850,,657.80,624.91,718.65
,29851,,978.03,929.13,1068.50
,29855,,818.29,777.38,893.99
,29856,,1043.05,990.90,1139.54
,29860,,690.64,656.11,754.53
,29861,,728.28,691.87,795.65
,29862,,848.49,806.07,926.98
,29863,,853.58,810.90,932.54
,29866,,1104.80,1049.56,1206.99
,29867,,1341.40,1274.33,1465.48
,29868,,1748.77,1661.33,1910.53
,29870,,567.68,539.30,620.20
#,29870,,433.73,412.04,473.85
,29871,,541.80,514.71,591.92
,29873,,561.51,533.43,613.44
,29874,,562.31,534.19,614.32
,29875,,521.43,495.36,569.66
,29876,,685.62,651.34,749.04
,29877,,651.29,618.73,711.54
,29879,,695.00,660.25,759.29
,29880,,589.35,559.88,643.86
,29881,,567.49,539.12,619.99
,29882,,721.87,685.78,788.65
,29883,,879.08,835.13,960.40
,29884,,650.00,617.50,710.13
,29885,,795.91,756.11,869.53
,29886,,670.98,637.43,733.04
,29887,,792.77,753.13,866.10
,29888,,1016.56,965.73,1110.59
,29889,,1284.30,1220.09,1403.10
,29891,,699.90,664.91,764.65
,29892,,659.17,626.21,720.14
,29893,,652.14,619.53,712.46
#,29893,,445.47,423.20,486.68
,29894,,526.09,499.79,574.76
,29895,,473.65,449.97,517.47
,29897,,510.78,485.24,558.03
,29898,,579.09,550.14,632.66
,29899,,1037.29,985.43,1133.24
,29900,,530.38,503.86,579.44
,29901,,569.41,540.94,622.08
,29902,,603.90,573.71,659.77
,29904,,675.21,641.45,737.67
,29905,,520.36,494.34,568.49
,29906,,691.28,656.72,755.23
,29907,,920.89,874.85,1006.08
,29914,,1040.90,988.86,1137.19
,29915,,1061.47,1008.40,1159.66
,29916,,1062.51,1009.38,1160.79
,30000,,258.30,245.39,282.20
#,30000,,124.35,118.13,135.85
,30020,,258.38,245.46,282.28
#,30020,,124.43,118.21,135.94
,30100,,136.27,129.46,148.88
#,30100,,69.93,66.43,76.39
,30110,,242.62,230.49,265.06
#,30110,,135.78,128.99,148.34
,30115,,464.19,440.98,507.13
,30117,,930.44,883.92,1016.51
#,30117,,409.62,389.14,447.51
,30118,,707.48,672.11,772.93
,30120,,513.71,488.02,561.22
#,30120,,428.23,406.82,467.84
,30124,,306.87,291.53,335.26
,30125,,652.48,619.86,712.84
,30130,,413.06,392.41,451.27
,30140,,295.60,280.82,322.94
#,30140,,183.34,174.17,200.30
,30150,,803.27,763.11,877.58
,30160,,819.22,778.26,895.00
,30200,,107.88,102.49,117.86
#,30200,,61.64,58.56,67.34
,30210,,149.21,141.75,163.01
#,30210,,104.56,99.33,114.23
,30220,,290.26,275.75,317.11
#,30220,,130.47,123.95,142.54
,30300,,202.13,192.02,220.82
#,30300,,121.12,115.06,132.32
,30310,,206.35,196.03,225.43
,30320,,486.38,462.06,531.37
,30400,,1227.18,1165.82,1340.69
,30410,,1421.56,1350.48,1553.05
,30420,,1447.50,1375.13,1581.40
,30430,,1065.67,1012.39,1164.25
,30435,,1343.02,1275.87,1467.25
,30450,,1772.06,1683.46,1935.98
,30460,,848.32,805.90,926.79
,30462,,1629.17,1547.71,1779.87
,30465,,1030.06,978.56,1125.34
,30468,,2285.98,2171.68,2497.43
#,30468,,173.35,164.68,189.38
,30469,,2222.65,2111.52,2428.25
#,30469,,153.71,146.02,167.92
,30520,,672.58,638.95,734.79
,30540,,738.99,702.04,807.35
,30545,,1004.17,953.96,1097.05
,30560,,305.26,290.00,333.50
#,30560,,150.25,142.74,164.15
,30580,,609.03,578.58,665.37
#,30580,,469.02,445.57,512.41
,30600,,520.88,494.84,569.07
#,30600,,394.90,375.16,431.43
,30620,,664.97,631.72,726.48
,30630,,669.13,635.67,731.02
,30801,,212.68,202.05,232.36
#,30801,,148.26,140.85,161.98
#,30802,,200.65,190.62,219.21
,30802,,273.68,260.00,299.00
,30901,,153.81,146.12,168.04
#,30901,,58.77,55.83,64.20
,30903,,237.51,225.63,259.47
#,30903,,81.23,77.17,88.75
,30905,,340.03,323.03,371.48
#,30905,,111.35,105.78,121.65
,30906,,371.29,352.73,405.64
#,30906,,137.83,130.94,150.58
,30915,,607.02,576.67,663.17
,30920,,877.95,834.05,959.16
,30930,,119.48,113.51,130.54
,31000,,181.46,172.39,198.25
#,31000,,111.61,106.03,121.93
,31002,,184.74,175.50,201.83
,31020,,416.06,395.26,454.55
#,31020,,340.79,323.75,372.31
,31030,,638.85,606.91,697.95
#,31030,,516.38,490.56,564.14
,31032,,597.24,567.38,652.49
,31040,,811.44,770.87,886.50
,31050,,517.92,492.02,565.82
,31051,,691.36,656.79,755.31
,31070,,473.42,449.75,517.21
,31075,,830.46,788.94,907.28
,31080,,1092.54,1037.91,1193.60
,31081,,1173.49,1114.82,1282.04
,31084,,1214.63,1153.90,1326.99
,31085,,1253.10,1190.45,1369.02
,31086,,1183.23,1124.07,1292.68
,31087,,1132.39,1075.77,1237.14
,31090,,1100.58,1045.55,1202.38
,31200,,611.00,580.45,667.52
,31201,,780.32,741.30,852.50
,31205,,925.95,879.65,1011.60
,31225,,1829.15,1737.69,1998.34
,31230,,2045.74,1943.45,2234.97
,31231,,185.87,176.58,203.07
#,31231,,65.95,62.65,72.05
,31233,,266.64,253.31,291.31
#,31233,,137.79,130.90,150.54
,31235,,306.34,291.02,334.67
#,31235,,164.73,156.49,179.96
,31237,,264.54,251.31,289.01
#,31237,,164.71,156.47,179.94
,31238,,257.28,244.42,281.08
#,31238,,171.17,162.61,187.00
,31239,,611.43,580.86,667.99
,31240,,163.44,155.27,178.56
,31241,,454.77,432.03,496.83
,31242,,2287.93,2173.53,2499.56
#,31242,,161.58,153.50,176.53
,31243,,2221.91,2110.81,2427.43
#,31243,,161.58,153.50,176.53
,31253,,511.58,486.00,558.90
,31254,,435.24,413.48,475.50
#,31254,,248.98,236.53,272.01
,31255,,330.67,314.14,361.26
,31256,,186.26,176.95,203.49
,31257,,456.13,433.32,498.32
,31259,,483.40,459.23,528.11
,31267,,271.35,257.78,296.45
,31276,,387.31,367.94,423.13
,31287,,206.08,195.78,225.15
,31288,,240.04,228.04,262.25
,31290,,1180.00,1121.00,1289.15
,31291,,1274.84,1211.10,1392.77
,31292,,1013.06,962.41,1106.77
,31293,,1095.06,1040.31,1196.36
,31294,,1253.27,1190.61,1369.20
,31295,,1511.32,1435.75,1651.11
#,31295,,161.89,153.80,176.87
,31296,,1538.63,1461.70,1680.96
#,31296,,185.38,176.11,202.53
,31297,,1496.75,1421.91,1635.20
#,31297,,147.65,140.27,161.31
,31298,,2834.79,2693.05,3097.01
#,31298,,261.30,248.24,285.48
,31300,,1261.69,1198.61,1378.40
,31360,,2086.16,1981.85,2279.13
,31365,,2582.07,2452.97,2820.92
,31367,,2200.14,2090.13,2403.65
,31368,,2432.19,2310.58,2657.17
,31370,,2059.69,1956.71,2250.22
,31375,,1958.30,1860.39,2139.45
,31380,,1930.53,1834.00,2109.10
,31382,,2115.46,2009.69,2311.14
,31390,,2839.85,2697.86,3102.54
,31395,,2974.06,2825.36,3249.16
,31400,,1022.74,971.60,1117.34
,31420,,846.20,803.89,924.47
,31500,,147.69,140.31,161.36
,31502,,35.10,33.35,38.35
,31505,,86.19,81.88,94.16
#,31505,,49.83,47.34,54.44
,31510,,213.40,202.73,233.14
#,31510,,124.42,118.20,135.93
,31511,,208.26,197.85,227.53
#,31511,,136.82,129.98,149.48
,31512,,214.68,203.95,234.54
#,31512,,132.07,125.47,144.29
,31513,,133.68,127.00,146.05
,31515,,212.46,201.84,232.12
#,31515,,114.23,108.52,124.80
,31520,,160.86,152.82,175.74
,31525,,249.56,237.08,272.64
#,31525,,164.09,155.89,179.27
,31526,,161.50,153.43,176.44
,31527,,200.30,190.29,218.83
,31528,,148.01,140.61,161.70
,31529,,164.75,156.51,179.99
,31530,,204.26,194.05,223.16
,31531,,215.53,204.75,235.46
,31535,,194.58,184.85,212.58
,31536,,214.64,203.91,234.50
,31540,,246.74,234.40,269.56
,31541,,268.56,255.13,293.40
,31545,,368.59,350.16,402.68
,31546,,559.88,531.89,611.67
,31551,,1569.47,1491.00,1714.65
,31552,,1514.58,1438.85,1654.68
,31553,,1695.95,1611.15,1852.82
,31554,,1696.59,1611.76,1853.52
,31560,,319.51,303.53,349.06
,31561,,348.02,330.62,380.21
,31570,,344.11,326.90,375.94
#,31570,,235.68,223.90,257.49
,31571,,254.87,242.13,278.45
,31572,,500.05,475.05,546.31
#,31572,,185.26,176.00,202.40
,31573,,282.63,268.50,308.78
#,31573,,152.19,144.58,166.27
,31574,,866.84,823.50,947.03
#,31574,,153.06,145.41,167.22
,31575,,126.22,119.91,137.90
#,31575,,70.73,67.19,77.27
,31576,,263.14,249.98,287.48
#,31576,,122.81,116.67,134.17
,31577,,266.72,253.38,291.39
#,31577,,137.23,130.37,149.93
,31578,,299.77,284.78,327.50
#,31578,,153.06,145.41,167.22
,31579,,194.81,185.07,212.83
#,31579,,122.09,115.99,133.39
,31580,,1287.96,1223.56,1407.09
,31584,,1419.31,1348.34,1550.59
,31587,,1224.20,1162.99,1337.44
,31590,,925.52,879.24,1011.13
,31591,,1115.84,1060.05,1219.06
,31592,,1764.39,1676.17,1927.60
,31600,,317.28,301.42,346.63
,31601,,460.52,437.49,503.11
,31603,,331.47,314.90,362.14
,31605,,348.41,330.99,380.64
,31610,,965.82,917.53,1055.16
,31611,,539.30,512.34,589.19
,31612,,92.72,88.08,101.29
#,31612,,50.30,47.79,54.96
,31613,,425.87,404.58,465.27
,31614,,718.29,682.38,784.74
,31615,,170.23,161.72,185.98
#,31615,,117.92,112.02,128.82
,31622,,248.10,235.70,271.06
#,31622,,132.64,126.01,144.91
,31623,,267.78,254.39,292.55
#,31623,,130.64,124.11,142.73
,31624,,251.12,238.56,274.34
#,31624,,132.79,126.15,145.07
,31625,,338.04,321.14,369.31
#,31625,,154.65,146.92,168.96
,31626,,742.29,705.18,810.96
#,31626,,199.77,189.78,218.25
,31627,,970.30,921.79,1060.06
#,31627,,95.78,90.99,104.64
,31628,,359.01,341.06,392.22
#,31628,,173.07,164.42,189.08
,31629,,434.77,413.03,474.98
#,31629,,185.68,176.40,202.86
,31630,,199.80,189.81,218.28
,31631,,227.20,215.84,248.22
,31632,,63.70,60.52,69.60
#,31632,,47.75,45.36,52.16
,31633,,80.67,76.64,88.14
#,31633,,62.81,59.67,68.62
,31634,,1349.64,1282.16,1474.48
#,31634,,188.07,178.67,205.47
,31635,,290.11,275.60,316.94
#,31635,,174.98,166.23,191.16
,31636,,217.85,206.96,238.00
,31637,,75.78,71.99,82.79
,31638,,245.43,233.16,268.13
,31640,,244.99,232.74,267.65
,31641,,251.25,238.69,274.49
,31643,,167.38,159.01,182.86
,31645,,270.38,256.86,295.39
#,31645,,146.31,138.99,159.84
,31646,,141.87,134.78,155.00
,31647,,203.60,193.42,222.43
,31648,,194.80,185.06,212.82
,31649,,68.61,65.18,74.96
,31651,,75.22,71.46,82.18
,31652,,1151.56,1093.98,1258.08
#,31652,,219.30,208.34,239.59
,31653,,1195.03,1135.28,1305.57
#,31653,,243.33,231.16,265.83
,31654,,117.71,111.82,128.59
#,31654,,66.36,63.04,72.50
,31660,,185.67,176.39,202.85
,31661,,197.28,187.42,215.53
,31717,,272.22,258.61,297.40
#,31717,,104.14,98.93,113.77
,31720,,54.14,51.43,59.14
,31725,,78.80,74.86,86.09
,31730,,991.72,942.13,1083.45
#,31730,,157.70,149.82,172.29
,31750,,1355.10,1287.35,1480.45
,31755,,1723.24,1637.08,1882.64
,31760,,1453.91,1381.21,1588.39
,31766,,1878.20,1784.29,2051.93
,31770,,1404.74,1334.50,1534.68
,31775,,1478.45,1404.53,1615.21
,31780,,1230.23,1168.72,1344.03
,31781,,1476.47,1402.65,1613.05
,31785,,1103.00,1047.85,1205.03
,31786,,1525.26,1449.00,1666.35
,31800,,708.35,672.93,773.87
,31805,,864.84,821.60,944.84
,31820,,441.96,419.86,482.84
#,31820,,338.31,321.39,369.60
,31825,,618.14,587.23,675.31
#,31825,,497.59,472.71,543.62
,31830,,491.47,466.90,536.94
#,31830,,373.14,354.48,407.65
,32035,,774.09,735.39,845.70
,32036,,827.94,786.54,904.52
,32096,,847.73,805.34,926.14
,32097,,849.23,806.77,927.79
,32098,,798.20,758.29,872.03
,32100,,858.02,815.12,937.39
,32110,,1564.55,1486.32,1709.27
,32120,,923.77,877.58,1009.22
,32124,,974.23,925.52,1064.35
,32140,,1048.78,996.34,1145.79
,32141,,1609.24,1528.78,1758.10
,32150,,1073.04,1019.39,1172.30
,32151,,1063.19,1010.03,1161.53
,32160,,843.05,800.90,921.04
,32200,,1204.54,1144.31,1315.96
,32215,,848.24,805.83,926.70
,32220,,1686.08,1601.78,1842.05
,32225,,1050.76,998.22,1147.95
,32310,,971.80,923.21,1061.69
,32320,,1693.47,1608.80,1850.12
,32400,,167.01,158.66,182.46
#,32400,,83.77,79.58,91.52
,32408,,790.25,750.74,863.35
#,32408,,151.42,143.85,165.43
,32440,,1657.04,1574.19,1810.32
,32442,,3229.11,3067.65,3527.80
,32445,,3730.03,3543.53,4075.06
,32480,,1562.48,1484.36,1707.01
,32482,,1671.87,1588.28,1826.52
,32484,,1516.17,1440.36,1656.41
,32486,,2475.73,2351.94,2704.73
,32488,,2527.93,2401.53,2761.76
,32491,,1557.23,1479.37,1701.28
,32501,,257.52,244.64,281.34
,32503,,1896.98,1802.13,2072.45
,32504,,2160.78,2052.74,2360.65
,32505,,983.21,934.05,1074.16
,32506,,164.21,156.00,179.40
,32507,,164.21,156.00,179.40
,32540,,1825.18,1733.92,1994.01
,32550,,723.14,686.98,790.03
#,32550,,206.47,196.15,225.57
,32551,,161.25,153.19,176.17
,32552,,184.05,174.85,201.08
#,32552,,158.86,150.92,173.56
,32553,,485.21,460.95,530.09
#,32553,,176.80,167.96,193.15
,32554,,225.08,213.83,245.90
#,32554,,89.22,84.76,97.47
,32555,,299.32,284.35,327.00
#,32555,,108.60,103.17,118.65
,32556,,691.94,657.34,755.94
#,32556,,128.06,121.66,139.91
,32557,,618.39,587.47,675.59
#,32557,,148.28,140.87,162.00
,32560,,240.39,228.37,262.63
#,32560,,77.73,73.84,84.92
,32561,,95.45,90.68,104.28
#,32561,,68.02,64.62,74.31
,32562,,85.09,80.84,92.97
#,32562,,60.21,57.20,65.78
,32601,,324.99,308.74,355.05
,32604,,506.79,481.45,553.67
,32606,,488.90,464.46,534.13
,32607,,324.91,308.66,354.96
,32608,,400.83,380.79,437.91
,32609,,265.81,252.52,290.40
,32650,,703.09,667.94,768.13
,32651,,1156.44,1098.62,1263.41
,32652,,1754.83,1667.09,1917.15
,32653,,1115.68,1059.90,1218.89
,32654,,1263.91,1200.71,1380.82
,32655,,1010.12,959.61,1103.55
,32656,,849.06,806.61,927.60
,32658,,755.41,717.64,825.29
,32659,,774.74,736.00,846.40
,32661,,843.67,801.49,921.71
,32662,,944.63,897.40,1032.01
,32663,,1477.05,1403.20,1613.68
,32664,,896.44,851.62,979.36
,32665,,1302.33,1237.21,1422.79
,32666,,918.40,872.48,1003.35
,32667,,164.77,156.53,180.01
,32668,,165.09,156.84,180.37
,32669,,1417.98,1347.08,1549.14
,32670,,1689.47,1605.00,1845.75
,32671,,1873.78,1780.09,2047.10
,32672,,1604.57,1524.34,1752.99
,32673,,1283.41,1219.24,1402.13
,32674,,227.43,216.06,248.47
,32701,,216.44,205.62,236.46
,32800,,999.95,949.95,1092.44
,32810,,952.90,905.26,1041.05
,32815,,2959.80,2811.81,3233.58
,32820,,1468.13,1394.72,1603.93
,32851,,3462.63,3289.50,3782.93
,32852,,3714.26,3528.55,4057.83
,32853,,4849.62,4607.14,5298.21
,32854,,5129.33,4872.86,5603.79
,32855,,351.00,333.45,383.47
,32856,,426.17,404.86,465.59
,32900,,1536.27,1459.46,1678.38
,32905,,1411.16,1340.60,1541.69
,32906,,1741.73,1654.64,1902.84
,32940,,1304.55,1239.32,1425.22
,32960,,125.68,119.40,137.31
#,32960,,90.59,86.06,98.97
,32994,,4420.89,4199.85,4829.83
#,32994,,438.33,416.41,478.87
,32997,,333.18,316.52,364.00
,32998,,2836.73,2694.89,3099.12
#,32998,,438.01,416.11,478.53
,33016,,245.13,232.87,267.80
,33017,,257.92,245.02,281.77
,33018,,303.98,288.78,332.10
,33019,,210.34,199.82,229.79
,33020,,873.68,830.00,954.50
,33025,,812.93,772.28,888.12
,33030,,2110.41,2004.89,2305.62
,33031,,2606.64,2476.31,2847.76
,33050,,1064.40,1011.18,1162.86
,33120,,2204.37,2094.15,2408.27
,33130,,1432.73,1361.09,1565.25
,33140,,1632.21,1550.60,1783.19
,33141,,140.06,133.06,153.02
,33202,,810.94,770.39,885.95
,33203,,856.34,813.52,935.55
,33206,,471.42,447.85,515.03
,33207,,498.13,473.22,544.20
,33208,,537.88,510.99,587.64
,33210,,167.77,159.38,183.29
,33211,,174.03,165.33,190.13
,33212,,336.80,319.96,367.95
,33213,,350.10,332.60,382.49
,33214,,497.47,472.60,543.49
,33215,,322.96,306.81,352.83
,33216,,384.39,365.17,419.95
,33217,,382.70,363.57,418.11
,33218,,402.35,382.23,439.56
,33220,,396.16,376.35,432.80
,33221,,370.32,351.80,404.57
,33222,,354.90,337.16,387.73
,33223,,423.87,402.68,463.08
,33224,,532.48,505.86,581.74
,33225,,481.81,457.72,526.38
,33226,,510.92,485.37,558.18
,33227,,351.36,333.79,383.86
,33228,,368.39,349.97,402.47
,33229,,385.75,366.46,421.43
,33230,,389.31,369.84,425.32
,33231,,415.37,394.60,453.79
,33233,,239.88,227.89,262.07
,33234,,502.53,477.40,549.01
,33235,,659.36,626.39,720.35
,33236,,821.34,780.27,897.31
,33237,,880.81,836.77,962.29
,33238,,991.05,941.50,1082.73
,33240,,374.90,356.16,409.58
,33241,,222.13,211.02,242.67
,33243,,1446.01,1373.71,1579.77
,33244,,894.08,849.38,976.79
,33249,,946.34,899.02,1033.87
,33250,,1526.40,1450.08,1667.59
,33251,,1719.79,1633.80,1878.87
,33254,,1431.81,1360.22,1564.25
,33255,,1704.56,1619.33,1862.23
,33256,,2020.17,1919.16,2207.03
,33257,,612.95,582.30,669.65
,33258,,679.83,645.84,742.72
,33259,,889.87,845.38,972.19
,33261,,1689.75,1605.26,1846.05
,33262,,385.44,366.17,421.10
,33263,,401.52,381.44,438.66
,33264,,418.63,397.70,457.36
,33265,,1434.13,1362.42,1566.78
,33266,,1940.56,1843.53,2120.06
,33267,,1101.86,1046.77,1203.79
,33268,,137.10,130.25,149.79
,33269,,876.46,832.64,957.54
,33270,,581.70,552.62,635.51
,33271,,474.78,451.04,518.70
,33272,,362.12,344.01,395.61
,33273,,417.91,397.01,456.56
,33274,,495.74,470.95,541.59
,33275,,527.22,500.86,575.99
,33276,,602.95,572.80,658.72
,33277,,272.08,258.48,297.25
,33278,,599.78,569.79,655.26
,33279,,358.85,340.91,392.05
,33280,,205.96,195.66,225.01
,33281,,364.75,346.51,398.49
,33285,,3760.14,3572.13,4107.95
#,33285,,91.41,86.84,99.87
,33286,,131.03,124.48,143.15
#,33286,,89.57,85.09,97.85
,33287,,404.61,384.38,442.04
,33288,,491.65,467.07,537.13
,33289,,349.02,331.57,381.31
,33300,,2580.32,2451.30,2819.00
,33305,,4306.86,4091.52,4705.25
,33310,,1226.40,1165.08,1339.84
,33315,,2011.80,1911.21,2197.89
,33320,,1129.84,1073.35,1234.35
,33321,,1245.29,1183.03,1360.48
,33322,,1462.53,1389.40,1597.81
,33330,,1492.85,1418.21,1630.94
,33335,,1957.81,1859.92,2138.91
,33340,,811.45,770.88,886.51
,33361,,1267.79,1204.40,1385.06
,33362,,1384.81,1315.57,1512.91
,33363,,1434.07,1362.37,1566.73
,33364,,1431.63,1360.05,1564.06
,33365,,1493.39,1418.72,1631.53
,33366,,1647.05,1564.70,1799.41
,33367,,641.11,609.05,700.41
,33368,,775.67,736.89,847.42
,33369,,1024.01,972.81,1118.73
,33370,,140.45,133.43,153.44
,33390,,2024.97,1923.72,2212.28
,33391,,2401.48,2281.41,2623.62
,33404,,1832.09,1740.49,2001.56
,33405,,2390.53,2271.00,2611.65
,33406,,3046.33,2894.01,3328.11
,33410,,2684.03,2549.83,2932.30
,33411,,3530.26,3353.75,3856.81
,33412,,3295.88,3131.09,3600.75
,33413,,3374.61,3205.88,3686.76
,33414,,2270.13,2156.62,2480.11
,33415,,2135.01,2028.26,2332.50
,33416,,2131.12,2024.56,2328.24
,33417,,1763.99,1675.79,1927.16
,33418,,1879.19,1785.23,2053.01
,33419,,442.78,420.64,483.74
,33420,,1520.52,1444.49,1661.16
,33422,,1744.29,1657.08,1905.64
,33425,,2870.87,2727.33,3136.43
,33426,,2510.84,2385.30,2743.10
,33427,,2561.60,2433.52,2798.55
,33430,,2949.41,2801.94,3222.23
,33440,,3565.46,3387.19,3895.27
,33460,,2512.92,2387.27,2745.36
,33463,,3228.98,3067.53,3527.66
,33464,,2558.87,2430.93,2795.57
,33465,,2895.92,2751.12,3163.79
,33468,,2589.02,2459.57,2828.51
,33474,,2304.19,2188.98,2517.33
,33475,,2429.36,2307.89,2654.07
,33476,,1612.02,1531.42,1761.13
,33477,,1325.76,1259.47,1448.39
,33478,,1665.44,1582.17,1819.50
,33496,,1744.83,1657.59,1906.23
,33500,,1636.24,1554.43,1787.59
,33501,,1170.33,1111.81,1278.58
,33502,,1352.88,1285.24,1478.03
,33503,,1406.07,1335.77,1536.14
,33504,,1552.63,1475.00,1696.25
,33505,,2176.20,2067.39,2377.50
,33506,,2169.00,2060.55,2369.63
,33507,,1819.86,1728.87,1988.20
,33508,,16.82,15.98,18.38
,33509,,183.12,173.96,200.05
,33510,,2035.86,1934.07,2224.18
,33511,,2236.90,2125.06,2443.82
,33512,,2546.52,2419.19,2782.07
,33513,,2601.93,2471.83,2842.60
,33514,,2733.14,2596.48,2985.95
,33516,,2829.32,2687.85,3091.03
,33517,,196.89,187.05,215.11
,33518,,433.99,412.29,474.13
,33519,,571.92,543.32,624.82
,33521,,686.89,652.55,750.43
,33522,,771.45,732.88,842.81
,33523,,865.97,822.67,946.07
,33530,,552.05,524.45,603.12
,33533,,1972.49,1873.87,2154.95
,33534,,2318.29,2202.38,2532.74
,33535,,2575.46,2446.69,2813.69
,33536,,2776.21,2637.40,3033.01
,33542,,2771.76,2633.17,3028.15
,33545,,3212.07,3051.47,3509.19
,33548,,3089.04,2934.59,3374.78
,33572,,241.71,229.62,264.06
,33600,,1816.95,1726.10,1985.02
,33602,,1764.64,1676.41,1927.87
,33606,,1880.13,1786.12,2054.04
,33608,,1904.70,1809.47,2080.89
,33610,,1878.55,1784.62,2052.31
