NOTE,PROCEDURE,MOD,PAR_AMOUNT,NON-PAR AMOUNT,LIMITING CHARGE
,78121,26,14.45,13.73,15.79
,78121,TC,77.17,73.31,84.31
,78122,,96.71,91.87,105.65
,78122,26,20.18,19.17,22.05
,78122,TC,76.54,72.71,83.62
,78130,,120.72,114.68,131.88
,78130,26,23.54,22.36,25.71
,78130,TC,97.18,92.32,106.17
,78140,,106.13,100.82,115.94
,78140,26,23.54,22.36,25.71
,78140,TC,82.59,78.46,90.23
,78185,,147.80,140.41,161.47
,78185,26,15.77,14.98,17.23
,78185,TC,132.03,125.43,144.24
,78191,,120.72,114.68,131.88
,78191,26,23.54,22.36,25.71
,78191,TC,97.18,92.32,106.17
,78195,,306.34,291.02,334.67
,78195,26,54.15,51.44,59.16
,78195,TC,252.19,239.58,275.52
,78201,,169.10,160.65,184.75
,78201,26,19.85,18.86,21.69
,78201,TC,149.25,141.79,163.06
,78202,,187.88,178.49,205.26
,78202,26,23.64,22.46,25.83
,78202,TC,164.24,156.03,179.43
,78215,,173.60,164.92,189.66
,78215,26,22.43,21.31,24.51
,78215,TC,151.17,143.61,165.15
,78216,,131.78,125.19,143.97
,78216,26,26.86,25.52,29.35
,78216,TC,104.92,99.67,114.62
,78226,,279.78,265.79,305.66
,78226,26,34.20,32.49,37.36
,78226,TC,245.57,233.29,268.28
,78227,,375.38,356.61,410.10
,78227,26,41.31,39.24,45.13
,78227,TC,334.07,317.37,364.98
,78230,,156.67,148.84,171.17
,78230,26,20.81,19.77,22.74
,78230,TC,135.86,129.07,148.43
,78231,,100.98,95.93,110.32
,78231,26,20.30,19.29,22.18
,78231,TC,80.68,76.65,88.15
,78232,,99.36,94.39,108.55
,78232,26,18.36,17.44,20.06
,78232,TC,81.00,76.95,88.49
,78258,,189.92,180.42,207.48
,78258,26,32.69,31.06,35.72
,78258,TC,157.23,149.37,171.78
,78261,,175.06,166.31,191.26
,78261,26,26.45,25.13,28.90
,78261,TC,148.61,141.18,162.36
,78262,,215.08,204.33,234.98
,78262,26,31.70,30.12,34.64
,78262,TC,183.38,174.21,200.34
,78264,,285.78,271.49,312.21
,78264,26,36.46,34.64,39.84
,78264,TC,249.32,236.85,272.38
,78265,,340.10,323.10,371.57
,78265,26,44.54,42.31,48.66
,78265,TC,295.56,280.78,322.90
,78266,,382.50,363.38,417.89
,78266,26,47.47,45.10,51.87
,78266,TC,335.03,318.28,366.02
,78278,,301.52,286.44,329.41
,78278,26,45.19,42.93,49.37
,78278,TC,256.33,243.51,280.04
,78282,,288.70,274.27,315.41
,78282,26,14.80,14.06,16.17
,78282,TC,264.14,250.93,288.57
,78290,,284.53,270.30,310.85
,78290,26,31.06,29.51,33.94
,78290,TC,253.46,240.79,276.91
,78291,,230.10,218.60,251.39
,78291,26,40.98,38.93,44.77
,78291,TC,189.12,179.66,206.61
,78300,,195.67,185.89,213.77
,78300,26,28.80,27.36,31.46
,78300,TC,166.88,158.54,182.32
,78305,,238.68,226.75,260.76
,78305,26,38.40,36.48,41.95
,78305,TC,200.28,190.27,218.81
,78306,,254.96,242.21,278.54
,78306,26,39.37,37.40,43.01
,78306,TC,215.59,204.81,235.53
,78315,,299.30,284.34,326.99
,78315,26,46.48,44.16,50.78
,78315,TC,252.82,240.18,276.21
,78414,,157.23,149.37,171.78
,78414,26,20.26,19.25,22.14
,78414,TC,128.28,121.87,140.15
,78428,,165.38,157.11,180.68
,78428,26,35.27,33.51,38.54
,78428,TC,130.12,123.61,142.15
C,78429,,1515.10,1439.35,1655.25
,78429,26,76.78,72.94,83.88
C,78429,TC,1438.32,1366.40,1571.36
C,78430,,1510.67,1435.14,1650.41
,78430,26,72.35,68.73,79.04
C,78430,TC,1438.32,1366.40,1571.36
,78431,,2276.56,2162.73,2487.14
,78431,26,84.83,80.59,92.68
,78431,TC,2191.73,2082.14,2394.46
,78432,,1895.68,1800.90,2071.04
,78432,26,93.69,89.01,102.36
,78432,TC,1801.99,1711.89,1968.67
,78433,,1999.45,1899.48,2184.40
,78433,26,99.86,94.87,109.10
,78433,TC,1899.59,1804.61,2075.30
,78434,,168.90,160.46,184.53
,78434,26,28.25,26.84,30.87
,78434,TC,140.65,133.62,153.66
,78445,,165.86,157.57,181.21
,78445,26,23.31,22.14,25.46
,78445,TC,142.55,135.42,155.73
,78451,,295.44,280.67,322.77
,78451,26,61.98,58.88,67.71
,78451,TC,233.45,221.78,255.05
,78452,,406.87,386.53,444.51
,78452,26,73.20,69.54,79.97
,78452,TC,333.67,316.99,364.54
,78453,,254.72,241.98,278.28
,78453,26,45.19,42.93,49.37
,78453,TC,209.53,199.05,228.91
,78454,,377.05,358.20,411.93
,78454,26,62.12,59.01,67.86
,78454,TC,314.94,299.19,344.07
,78456,,271.31,257.74,296.40
,78456,26,45.27,43.01,49.46
,78456,TC,226.03,214.73,246.94
,78457,,153.71,146.02,167.92
,78457,26,37.63,35.75,41.11
,78457,TC,116.08,110.28,126.82
,78458,,184.50,175.28,201.57
,78458,26,41.95,39.85,45.83
,78458,TC,142.55,135.42,155.73
C,78459,,1358.74,1290.80,1484.42
,78459,26,71.28,67.72,77.88
C,78459,TC,1287.46,1223.09,1406.55
,78466,,154.57,146.84,168.87
,78466,26,30.83,29.29,33.68
,78466,TC,123.74,117.55,135.18
,78468,,175.60,166.82,191.84
,78468,26,36.55,34.72,39.93
,78468,TC,139.05,132.10,151.92
,78469,,197.59,187.71,215.87
,78469,26,42.28,40.17,46.20
,78469,TC,155.31,147.54,169.67
,78472,,199.85,189.86,218.34
,78472,26,44.54,42.31,48.66
,78472,TC,155.31,147.54,169.67
,78473,,253.94,241.24,277.43
,78473,26,66.74,63.40,72.91
,78473,TC,187.21,177.85,204.53
,78481,,156.01,148.21,170.44
,78481,26,43.99,41.79,48.06
,78481,TC,112.02,106.42,122.38
,78483,,210.97,200.42,230.48
,78483,26,66.18,62.87,72.30
,78483,TC,144.79,137.55,158.18
C,78491,,1508.30,1432.89,1647.82
,78491,26,69.98,66.48,76.45
C,78491,TC,1438.32,1366.40,1571.36
C,78492,,1519.27,1443.31,1659.81
,78492,26,80.95,76.90,88.44
C,78492,TC,1438.32,1366.40,1571.36
,78494,,202.52,192.39,221.25
,78494,26,53.91,51.21,58.89
,78494,TC,148.61,141.18,162.36
,78496,,40.30,38.29,44.03
,78496,26,21.88,20.79,23.91
,78496,TC,18.42,17.50,20.13
,78579,,162.84,154.70,177.91
,78579,26,22.11,21.00,24.15
,78579,TC,140.72,133.68,153.73
,78580,,206.10,195.80,225.17
,78580,26,34.20,32.49,37.36
,78580,TC,171.90,163.31,187.81
,78582,,286.02,271.72,312.48
,78582,26,48.42,46.00,52.90
,78582,TC,237.60,225.72,259.58
,78597,,175.33,166.56,191.54
,78597,26,33.02,31.37,36.08
,78597,TC,142.32,135.20,155.48
,78598,,259.19,246.23,283.16
,78598,26,37.54,35.66,41.01
,78598,TC,221.65,210.57,242.16
,78600,,160.81,152.77,175.69
,78600,26,20.17,19.16,22.03
,78600,TC,140.64,133.61,153.65
,78601,,189.55,180.07,207.08
,78601,26,23.08,21.93,25.22
,78601,TC,166.48,158.16,181.88
,78605,,177.36,168.49,193.76
,78605,26,24.92,23.67,27.22
,78605,TC,152.44,144.82,166.54
,78606,,284.50,270.28,310.82
,78606,26,29.45,27.98,32.18
,78606,TC,255.06,242.31,278.66
C,78608,,1505.39,1430.12,1644.64
,78608,26,67.07,63.72,73.28
C,78608,TC,1438.32,1366.40,1571.36
,78610,,154.12,146.41,168.37
,78610,26,13.48,12.81,14.73
,78610,TC,140.64,133.61,153.65
,78630,,290.59,276.06,317.47
,78630,26,31.06,29.51,33.94
,78630,TC,259.52,246.54,283.52
,78635,,291.19,276.63,318.12
,78635,26,28.47,27.05,31.11
,78635,TC,262.71,249.57,287.01
,78645,,279.68,265.70,305.56
,78645,26,25.90,24.61,28.30
,78645,TC,253.78,241.09,277.25
,78650,,233.62,221.94,255.23
,78650,26,23.54,22.36,25.71
,78650,TC,210.09,199.59,229.53
,78660,,127.14,120.78,138.90
,78660,26,20.62,19.59,22.53
,78660,TC,106.52,101.19,116.37
,78700,,151.57,143.99,165.59
,78700,26,20.50,19.48,22.40
,78700,TC,131.07,124.52,143.20
,78701,,198.15,188.24,216.48
,78701,26,22.75,21.61,24.85
,78701,TC,175.41,166.64,191.64
,78707,,205.58,195.30,224.60
,78707,26,43.26,41.10,47.27
,78707,TC,162.33,154.21,177.34
,78708,,170.88,162.34,186.69
,78708,26,54.79,52.05,59.86
,78708,TC,116.08,110.28,126.82
,78709,,320.17,304.16,349.78
,78709,26,63.20,60.04,69.05
,78709,TC,256.97,244.12,280.74
,78725,,94.52,89.79,103.26
,78725,26,16.39,15.57,17.91
,78725,TC,78.13,74.22,85.35
,78730,,63.47,60.30,69.35
,78730,26,7.10,6.75,7.76
,78730,TC,56.37,53.55,61.58
,78740,,201.71,191.62,220.36
,78740,26,26.30,24.99,28.74
,78740,TC,175.41,166.64,191.64
,78761,,188.54,179.11,205.98
,78761,26,33.55,31.87,36.65
,78761,TC,154.99,147.24,169.33
,78800,,220.64,209.61,241.05
,78800,26,30.56,29.03,33.38
,78800,TC,190.08,180.58,207.67
,78801,,235.52,223.74,257.30
,78801,26,33.01,31.36,36.06
,78801,TC,202.51,192.38,221.24
,78802,,265.46,252.19,290.02
,78802,26,36.47,34.65,39.85
,78802,TC,228.99,217.54,250.17
,78803,,325.90,309.61,356.05
,78803,26,48.75,46.31,53.26
,78803,TC,277.15,263.29,302.78
,78804,,548.46,521.04,599.20
,78804,26,45.52,43.24,49.73
,78804,TC,502.94,477.79,549.46
,78808,,38.84,36.90,42.44
C,78811,,1357.03,1289.18,1482.56
,78811,26,69.56,66.08,75.99
C,78811,TC,1287.46,1223.09,1406.55
C,78812,,1525.80,1449.51,1666.94
,78812,26,87.47,83.10,95.57
C,78812,TC,1438.32,1366.40,1571.36
C,78813,,1527.43,1451.06,1668.72
,78813,26,89.11,84.65,97.35
C,78813,TC,1438.32,1366.40,1571.36
C,78814,,1537.90,1461.01,1680.16
,78814,26,99.58,94.60,108.79
C,78814,TC,1438.32,1366.40,1571.36
C,78815,,1549.99,1472.49,1693.36
,78815,26,111.66,106.08,121.99
C,78815,TC,1438.32,1366.40,1571.36
C,78816,,1550.18,1472.67,1693.57
,78816,26,111.86,106.27,122.21
C,78816,TC,1438.32,1366.40,1571.36
,78830,,409.83,389.34,447.74
,78830,26,65.47,62.20,71.53
,78830,TC,344.36,327.14,376.21
,78831,,608.94,578.49,665.26
,78831,26,82.07,77.97,89.67
,78831,TC,526.86,500.52,575.60
,78832,,772.31,733.69,843.74
,78832,26,94.28,89.57,103.01
,78832,TC,678.03,644.13,740.75
,78835,,85.49,81.22,93.40
,78835,26,20.83,19.79,22.76
,78835,TC,64.66,61.43,70.64
,79005,,131.97,125.37,144.18
,79005,26,82.06,77.96,89.65
,79005,TC,49.91,47.41,54.52
,79101,,142.03,134.93,155.17
,79101,26,90.21,85.70,98.56
,79101,TC,51.82,49.23,56.61
,79200,,127.30,120.94,139.08
,79200,26,76.20,72.39,83.25
,79200,TC,51.10,48.55,55.83
,79300,,311.72,296.13,340.55
,79300,26,61.31,58.24,66.98
,79300,TC,204.15,193.94,223.03
,79403,,165.55,157.27,180.86
,79403,26,86.47,82.15,94.47
,79403,TC,79.09,75.14,86.41
,79440,,114.63,108.90,125.24
,79440,26,76.20,72.39,83.25
,79440,TC,38.43,36.51,41.99
,79445,,173.34,164.67,189.37
,79445,26,109.08,103.63,119.17
,79445,TC,58.78,55.84,64.22
,80503,,26.54,25.21,28.99
#,80503,,21.44,20.37,23.43
,80504,,51.52,48.94,56.28
#,80504,,45.78,43.49,50.01
,80505,,94.84,90.10,103.62
#,80505,,87.83,83.44,95.96
,80506,,41.57,39.49,45.41
,83020,26,17.34,16.47,18.94
,84165,26,17.34,16.47,18.94
,84166,26,17.34,16.47,18.94
,84181,26,17.34,16.47,18.94
,84182,26,17.34,16.47,18.94
,85060,,23.28,22.12,25.44
,85097,,67.80,64.41,74.07
#,85097,,46.12,43.81,50.38
,85390,26,34.69,32.96,37.90
,85396,,18.86,17.92,20.61
,85576,26,17.34,16.47,18.94
,86077,,51.86,49.27,56.66
#,86077,,47.07,44.72,51.43
,86078,,51.86,49.27,56.66
#,86078,,47.39,45.02,51.77
,86079,,51.54,48.96,56.30
#,86079,,47.07,44.72,51.43
,86153,26,32.11,30.50,35.08
,86255,26,17.34,16.47,18.94
,86256,26,17.34,16.47,18.94
,86320,26,17.34,16.47,18.94
,86325,26,17.34,16.47,18.94
,86334,26,17.34,16.47,18.94
,86335,26,17.34,16.47,18.94
,86485,,14.47,13.75,15.81
,86486,,6.30,5.99,6.89
,86510,,7.57,7.19,8.27
,86580,,9.80,9.31,10.71
,87164,26,18.30,17.39,20.00
,87207,26,17.34,16.47,18.94
,88104,,77.56,73.68,84.73
,88104,26,26.38,25.06,28.82
,88104,TC,51.18,48.62,55.91
,88106,,68.85,65.41,75.22
,88106,26,17.98,17.08,19.64
,88106,TC,50.87,48.33,55.58
,88108,,67.69,64.31,73.96
,88108,26,21.21,20.15,23.17
,88108,TC,46.48,44.16,50.78
,88112,,65.53,62.25,71.59
,88112,26,26.06,24.76,28.47
,88112,TC,39.47,37.50,43.13
,88120,,536.70,509.87,586.35
,88120,26,55.03,52.28,60.12
,88120,TC,481.67,457.59,526.23
,88121,,389.32,369.85,425.33
,88121,26,45.99,43.69,50.24
,88121,TC,343.33,326.16,375.08
,88125,,28.36,26.94,30.98
,88125,26,13.14,12.48,14.35
,88125,TC,15.23,14.47,16.64
,88141,,24.30,23.09,26.55
,88160,,80.72,76.68,88.18
,88160,26,24.43,23.21,26.69
,88160,TC,56.29,53.48,61.50
,88161,,81.36,77.29,88.88
,88161,26,24.11,22.90,26.34
,88161,TC,57.24,54.38,62.54
,88162,,127.66,121.28,139.47
,88162,26,37.01,35.16,40.43
,88162,TC,90.65,86.12,99.04
,88172,,54.75,52.01,59.81
,88172,26,33.47,31.80,36.57
,88172,TC,21.29,20.23,23.26
,88173,,166.12,157.81,181.48
,88173,26,65.66,62.38,71.74
,88173,TC,100.46,95.44,109.76
,88177,,28.85,27.41,31.52
,88177,26,20.56,19.53,22.46
,88177,TC,8.29,7.88,9.06
,88182,,155.02,147.27,169.36
,88182,26,35.74,33.95,39.04
,88182,TC,119.27,113.31,130.31
,88184,,75.34,71.57,82.31
,88185,,21.69,20.61,23.70
,88187,,34.92,33.17,38.15
,88188,,59.25,56.29,64.73
,88189,,80.73,76.69,88.19
,88291,,33.29,31.63,36.37
,88300,,16.46,15.64,17.99
,88300,26,4.43,4.21,4.84
,88300,TC,12.04,11.44,13.16
,88302,,32.44,30.82,35.44
,88302,26,6.69,6.36,7.31
,88302,TC,25.75,24.46,28.13
,88304,,41.42,39.35,45.25
,88304,26,10.88,10.34,11.89
,88304,TC,30.54,29.01,33.36
,88305,,69.46,65.99,75.89
,88305,26,35.09,33.34,38.34
,88305,TC,34.36,32.64,37.54
,88307,,276.82,262.98,302.43
,88307,26,77.17,73.31,84.31
,88307,TC,199.64,189.66,218.11
,88309,,412.95,392.30,451.15
,88309,26,135.80,129.01,148.36
,88309,TC,277.15,263.29,302.78
,88311,,20.06,19.06,21.92
,88311,26,11.85,11.26,12.95
,88311,TC,8.21,7.80,8.97
,88312,,107.85,102.46,117.83
,88312,26,25.09,23.84,27.42
,88312,TC,82.76,78.62,90.41
,88313,,79.06,75.11,86.38
,88313,26,11.53,10.95,12.59
,88313,TC,67.53,64.15,73.77
,88314,,82.92,78.77,90.59
,88314,26,18.98,18.03,20.73
,88314,TC,63.94,60.74,69.85
,88319,,130.49,123.97,142.57
,88319,26,25.41,24.14,27.76
,88319,TC,105.08,99.83,114.80
,88321,,95.05,90.30,103.85
#,88321,,80.69,76.66,88.16
,88323,,112.71,107.07,123.13
,88323,26,83.77,79.58,91.52
,88323,TC,28.94,27.49,31.61
,88325,,154.55,146.82,168.84
#,88325,,131.58,125.00,143.75
,88329,,53.30,50.64,58.24
#,88329,,34.17,32.46,37.33
,88331,,97.68,92.80,106.72
,88331,26,58.54,55.61,63.95
,88331,TC,39.15,37.19,42.77
,88332,,53.10,50.45,58.02
,88332,26,28.95,27.50,31.63
,88332,TC,24.16,22.95,26.39
,88333,,88.44,84.02,96.62
,88333,26,58.22,55.31,63.61
,88333,TC,30.22,28.71,33.02
,88334,,53.90,51.21,58.89
,88334,26,35.40,33.63,38.67
,88334,TC,18.50,17.58,20.22
,88341,,92.72,88.08,101.29
,88341,26,26.70,25.37,29.18
,88341,TC,66.02,62.72,72.13
,88342,,108.34,102.92,118.36
,88342,26,32.83,31.19,35.87
,88342,TC,75.51,71.73,82.49
,88344,,165.79,157.50,181.13
,88344,26,36.38,34.56,39.74
,88344,TC,129.41,122.94,141.38
,88346,,139.22,132.26,152.10
,88346,26,33.81,32.12,36.94
,88346,TC,105.40,100.13,115.15
,88348,,474.66,450.93,518.57
,88348,26,73.30,69.64,80.09
,88348,TC,401.36,381.29,438.48
,88350,,106.37,101.05,116.21
,88350,26,27.35,25.98,29.88
,88350,TC,79.01,75.06,86.32
,88355,,137.59,130.71,150.32
,88355,26,77.80,73.91,85.00
,88355,TC,59.80,56.81,65.33
,88356,,228.77,217.33,249.93
,88356,26,114.36,108.64,124.94
,88356,TC,114.41,108.69,124.99
,88358,,130.08,123.58,142.12
,88358,26,46.60,44.27,50.91
,88358,TC,83.48,79.31,91.21
,88360,,114.80,109.06,125.42
,88360,26,38.98,37.03,42.58
,88360,TC,75.82,72.03,82.83
,88361,,111.67,106.09,122.00
,88361,26,40.63,38.60,44.39
,88361,TC,71.04,67.49,77.61
,88362,,223.47,212.30,244.15
,88362,26,105.07,99.82,114.79
,88362,TC,118.40,112.48,129.35
,88363,,23.00,21.85,25.13
#,88363,,18.54,17.61,20.25
,88364,,124.29,118.08,135.79
,88364,26,31.88,30.29,34.83
,88364,TC,92.41,87.79,100.96
,88365,,167.68,159.30,183.20
,88365,26,40.27,38.26,44.00
,88365,TC,127.41,121.04,139.20
,88366,,258.29,245.38,282.19
,88366,26,58.25,55.34,63.64
,88366,TC,200.05,190.05,218.56
,88367,,105.40,100.13,115.15
,88367,26,31.26,29.70,34.16
,88367,TC,74.15,70.44,81.01
,88368,,143.76,136.57,157.06
,88368,26,39.95,37.95,43.64
,88368,TC,103.81,98.62,113.41
,88369,,125.88,119.59,137.53
,88369,26,32.20,30.59,35.18
,88369,TC,93.69,89.01,102.36
,88371,26,18.30,17.39,20.00
,88372,26,17.34,16.47,18.94
,88373,,63.39,60.22,69.25
,88373,26,23.60,22.42,25.78
,88373,TC,39.78,37.79,43.46
,88374,,261.79,248.70,286.01
,88374,26,39.34,37.37,42.98
,88374,TC,222.45,211.33,243.03
,88375,,45.78,43.49,50.01
,88377,,372.64,354.01,407.11
,88377,26,60.65,57.62,66.26
,88377,TC,311.99,296.39,340.85
,88380,,122.37,116.25,133.69
,88380,26,50.22,47.71,54.87
,88380,TC,72.15,68.54,78.82
,88381,,187.42,178.05,204.76
,88381,26,22.22,21.11,24.28
,88381,TC,165.20,156.94,180.48
,88387,,32.71,31.07,35.73
,88387,26,25.45,24.18,27.81
,88387,TC,7.25,6.89,7.92
,89049,,282.27,268.16,308.38
#,89049,,63.16,60.00,69.00
,89060,26,17.34,16.47,18.94
,89220,,18.42,17.50,20.13
,89230,,3.11,2.95,3.39
,90460,,22.61,21.48,24.70
,90461,,8.63,8.20,9.43
,90471,,20.10,19.10,21.97
,90472,,14.35,13.63,15.67
,90473,,16.28,15.47,17.79
,90474,,11.80,11.21,12.89
,90785,,14.45,13.73,15.79
#,90785,,12.54,11.91,13.70
,90791,,169.05,160.60,184.69
#,90791,,145.45,138.18,158.91
,90792,,191.38,181.81,209.08
#,90792,,167.46,159.09,182.95
,90832,,79.79,75.80,87.17
#,90832,,69.90,66.41,76.37
,90833,,74.08,70.38,80.94
#,90833,,65.79,62.50,71.88
,90834,,105.23,99.97,114.97
#,90834,,92.15,87.54,100.67
,90836,,94.25,89.54,102.97
#,90836,,83.73,79.54,91.47
,90837,,156.02,148.22,170.45
#,90837,,136.57,129.74,149.20
,90838,,125.78,119.49,137.41
#,90838,,112.39,106.77,122.79
,90839,,150.65,143.12,164.59
#,90839,,132.79,126.15,145.07
,90840,,74.08,70.38,80.94
#,90840,,66.11,62.80,72.22
,90845,,100.60,95.57,109.91
#,90845,,88.80,84.36,97.01
,90846,,100.14,95.13,109.40
#,90846,,99.82,94.83,109.05
,90847,,104.35,99.13,114.00
#,90847,,104.03,98.83,113.65
,90849,,37.83,35.94,41.33
#,90849,,29.85,28.36,32.61
,90853,,28.58,27.15,31.22
#,90853,,24.75,23.51,27.04
,90865,,158.52,150.59,173.18
#,90865,,120.57,114.54,131.72
,90867,,189.69,180.21,207.24
#,90867,,118.87,112.93,129.87
,90868,,150.27,142.76,164.17
#,90868,,94.94,90.19,103.72
,90869,,151.76,144.17,165.80
#,90869,,95.09,90.34,103.89
,90870,,167.99,159.59,183.53
#,90870,,103.25,98.09,112.80
,90880,,100.30,95.29,109.58
#,90880,,83.40,79.23,91.11
,90901,,39.61,37.63,43.27
#,90901,,18.88,17.94,20.63
,90912,,77.99,74.09,85.20
#,90912,,41.63,39.55,45.48
,90913,,31.92,30.32,34.87
#,90913,,23.63,22.45,25.82
,90935,,69.68,66.20,76.13
,90937,,101.20,96.14,110.56
,90945,,85.19,80.93,93.07
,90947,,121.18,115.12,132.39
,90951,,1155.50,1097.73,1262.39
,90952,,820.00,779.00,895.85
,90953,,545.26,518.00,595.70
,90954,,994.19,944.48,1086.15
,90955,,517.49,491.62,565.36
,90956,,345.22,327.96,377.15
,90957,,761.11,723.05,831.51
,90958,,495.56,470.78,541.40
,90959,,322.96,306.81,352.83
,90960,,351.74,334.15,384.27
,90961,,291.75,277.16,318.73
,90962,,200.85,190.81,219.43
,90963,,599.28,569.32,654.72
,90964,,513.46,487.79,560.96
,90965,,494.56,469.83,540.30
,90966,,291.75,277.16,318.73
,90967,,17.25,16.39,18.85
,90968,,16.93,16.08,18.49
,90969,,16.60,15.77,18.14
,90970,,9.58,9.10,10.47
,90997,,87.41,83.04,95.50
,91010,,208.71,198.27,228.01
,91010,26,62.17,59.06,67.92
,91010,TC,146.55,139.22,160.10
,91013,,24.26,23.05,26.51
,91013,26,8.95,8.50,9.78
,91013,TC,15.31,14.54,16.72
,91020,,259.83,246.84,283.87
,91020,26,69.35,65.88,75.76
,91020,TC,190.48,180.96,208.10
,91022,,166.46,158.14,181.86
,91022,26,69.35,65.88,75.76
,91022,TC,97.11,92.25,106.09
,91030,,138.83,131.89,151.67
,91030,26,44.27,42.06,48.37
,91030,TC,94.56,89.83,103.30
,91034,,180.80,171.76,197.52
,91034,26,47.96,45.56,52.39
,91034,TC,132.83,126.19,145.12
,91035,,422.55,401.42,461.63
,91035,26,80.50,76.48,87.95
,91035,TC,342.05,324.95,373.69
,91037,,159.83,151.84,174.62
,91037,26,47.41,45.04,51.80
,91037,TC,112.42,106.80,122.82
,91038,,371.67,353.09,406.05
,91038,26,53.54,50.86,58.49
,91038,TC,318.13,302.22,347.55
,91040,,474.22,450.51,518.09
,91040,26,47.88,45.49,52.31
,91040,TC,426.34,405.02,465.77
,91065,,63.10,59.95,68.94
,91065,26,9.28,8.82,10.14
,91065,TC,53.82,51.13,58.80
,91110,,669.15,635.69,731.04
,91110,26,107.90,102.51,117.89
,91110,TC,561.25,533.19,613.17
,91111,,794.24,754.53,867.71
,91111,26,43.62,41.44,47.66
,91111,TC,750.61,713.08,820.04
,91112,,1460.51,1387.48,1595.60
,91112,26,101.68,96.60,111.09
,91112,TC,1358.82,1290.88,1484.51
,91113,,818.02,777.12,893.69
,91113,26,116.52,110.69,127.29
,91113,TC,701.50,666.43,766.39
,91117,,133.67,126.99,146.04
,91120,,458.43,435.51,500.84
,91120,26,46.77,44.43,51.09
,91120,TC,411.66,391.08,449.74
,91122,,264.15,250.94,288.58
,91122,26,85.15,80.89,93.02
,91122,TC,179.00,170.05,195.56
,91132,,399.99,379.99,436.99
,91132,26,25.32,24.05,27.66
,91132,TC,374.67,355.94,409.33
,91133,,419.84,398.85,458.68
,91133,26,32.09,30.49,35.06
,91133,TC,387.74,368.35,423.60
,91200,,29.61,28.13,32.35
,91200,26,10.24,9.73,11.19
,91200,TC,19.37,18.40,21.16
,92002,,81.01,76.96,88.50
#,92002,,43.69,41.51,47.74
,92004,,142.92,135.77,156.14
#,92004,,89.97,85.47,98.29
,92012,,85.42,81.15,93.32
#,92012,,48.42,46.00,52.90
,92014,,121.01,114.96,132.20
#,92014,,72.85,69.21,79.59
,92018,,137.53,130.65,150.25
,92019,,71.11,67.55,77.68
,92020,,26.27,24.96,28.70
#,92020,,19.58,18.60,21.39
,92025,,35.43,33.66,38.71
,92025,26,18.61,17.68,20.33
,92025,TC,16.82,15.98,18.38
,92060,,61.77,58.68,67.48
,92060,26,35.38,33.61,38.65
,92060,TC,26.39,25.07,28.83
,92065,,38.58,36.65,42.15
#,92065,,31.56,29.98,34.48
,92066,,25.75,24.46,28.13
,92071,,35.25,33.49,38.51
#,92071,,31.11,29.55,33.98
,92072,,119.56,113.58,130.62
#,92072,,88.95,84.50,97.18
,92081,,32.53,30.90,35.54
,92081,26,15.39,14.62,16.81
,92081,TC,17.14,16.28,18.72
,92082,,45.34,43.07,49.53
,92082,26,19.91,18.91,21.75
,92082,TC,25.43,24.16,27.78
,92083,,61.03,57.98,66.68
,92083,26,25.71,24.42,28.08
,92083,TC,35.32,33.55,38.58
,92100,,81.82,77.73,89.39
#,92100,,31.11,29.55,33.98
,92132,,29.02,27.57,31.71
,92132,26,15.07,14.32,16.47
,92132,TC,13.95,13.25,15.24
,92133,,29.99,28.49,32.76
,92133,26,16.04,15.24,17.53
,92133,TC,13.95,13.25,15.24
,92134,,31.59,30.01,34.51
,92134,26,17.32,16.45,18.92
,92134,TC,14.27,13.56,15.59
,92136,,45.74,43.45,49.97
,92136,26,28.92,27.47,31.59
,92136,TC,16.82,15.98,18.38
,92137,,56.96,54.11,62.23
,92137,26,33.76,32.07,36.88
,92137,TC,23.20,22.04,25.35
,92145,,12.97,12.32,14.17
,92145,26,5.39,5.12,5.89
,92145,TC,7.57,7.19,8.27
#,92201,,22.06,20.96,24.10
,92201,,24.29,23.08,26.54
,92202,,15.05,14.30,16.45
#,92202,,14.09,13.39,15.40
,92227,,17.14,16.28,18.72
,92228,,29.03,27.58,31.72
,92228,26,16.04,15.24,17.53
,92228,TC,12.99,12.34,14.19
,92229,,43.29,41.13,47.30
,92230,,122.15,116.04,133.45
#,92230,,31.26,29.70,34.16
,92235,,151.42,143.85,165.43
,92235,26,40.52,38.49,44.26
,92235,TC,110.91,105.36,121.16
,92240,,228.14,216.73,249.24
,92240,26,46.43,44.11,50.73
,92240,TC,181.71,172.62,198.51
,92242,,311.48,295.91,340.30
,92242,26,52.26,49.65,57.10
,92242,TC,259.21,246.25,283.19
,92250,,35.78,33.99,39.09
,92250,26,19.91,18.91,21.75
,92250,TC,15.86,15.07,17.33
,92260,,18.53,17.60,20.24
#,92260,,10.55,10.02,11.52
,92265,,84.16,79.95,91.94
,92265,26,43.74,41.55,47.78
,92265,TC,40.42,38.40,44.16
,92270,,115.97,110.17,126.70
,92270,26,40.23,38.22,43.95
,92270,TC,75.74,71.95,82.74
,92273,,119.10,113.15,130.12
,92273,26,34.10,32.40,37.26
,92273,TC,84.99,80.74,92.85
,92274,,86.28,81.97,94.27
,92274,26,31.83,30.24,34.78
,92274,TC,54.46,51.74,59.50
,92283,,52.55,49.92,57.41
,92283,26,8.62,8.19,9.42
,92283,TC,43.93,41.73,47.99
